appid,time,count_4xx,cout_404
200602,2018-11-25 07:00:00,28,0
200602,2018-11-25 08:00:00,125,0
200602,2018-11-25 09:00:00,372,0
200602,2018-11-25 10:00:00,427,0
200602,2018-11-25 11:00:00,402,0
200602,2018-11-25 12:00:00,252,0
200602,2018-11-25 13:00:00,331,0
200602,2018-11-25 14:00:00,401,0
200602,2018-11-25 15:00:00,425,0
200602,2018-11-25 17:00:00,397,0
200602,2018-11-25 18:00:00,270,0
200602,2018-11-25 19:00:00,319,0
200602,2018-11-25 20:00:00,270,0
200602,2018-11-25 21:00:00,233,0
200602,2018-11-25 22:00:00,200,0
200602,2018-11-25 23:00:00,155,0
200614,2018-11-25 00:00:00,4484,0
200614,2018-11-25 01:00:00,3097,0
200614,2018-11-25 02:00:00,1767,0
200614,2018-11-25 03:00:00,1316,0
200614,2018-11-25 04:00:00,910,0
200614,2018-11-25 05:00:00,710,0
200614,2018-11-25 06:00:00,1314,0
200614,2018-11-25 07:00:00,2526,0
200614,2018-11-25 08:00:00,3680,0
200614,2018-11-25 09:00:00,5113,0
200614,2018-11-25 10:00:00,6434,0
200614,2018-11-25 11:00:00,6752,0
200614,2018-11-25 12:00:00,7269,0
200614,2018-11-25 13:00:00,7672,0
200614,2018-11-25 14:00:00,7346,0
200614,2018-11-25 15:00:00,6739,0
200614,2018-11-25 17:00:00,5506,0
200614,2018-11-25 18:00:00,5830,0
200614,2018-11-25 19:00:00,6071,0
200614,2018-11-25 20:00:00,6343,0
200614,2018-11-25 21:00:00,6084,0
200614,2018-11-25 22:00:00,6132,0
200614,2018-11-25 23:00:00,5025,0
200630,2018-11-25 00:00:00,9768,0
200630,2018-11-25 01:00:00,5650,0
200630,2018-11-25 02:00:00,4048,0
200630,2018-11-25 03:00:00,4492,0
200630,2018-11-25 04:00:00,4399,0
200630,2018-11-25 05:00:00,6033,0
200630,2018-11-25 06:00:00,9683,0
200630,2018-11-25 07:00:00,15252,0
200630,2018-11-25 08:00:00,15748,0
200630,2018-11-25 09:00:00,16458,0
200630,2018-11-25 10:00:00,13962,0
200630,2018-11-25 11:00:00,14480,0
200630,2018-11-25 12:00:00,12875,0
200630,2018-11-25 13:00:00,14653,0
200630,2018-11-25 14:00:00,12593,0
200630,2018-11-25 15:00:00,13267,0
200630,2018-11-25 17:00:00,12295,0
200630,2018-11-25 18:00:00,13407,0
200630,2018-11-25 19:00:00,14384,0
200630,2018-11-25 20:00:00,14141,0
200630,2018-11-25 21:00:00,13327,0
200630,2018-11-25 22:00:00,12509,0
200630,2018-11-25 23:00:00,9178,0
200634,2018-11-25 10:00:00,1,0
200634,2018-11-25 12:00:00,8,0
200648,2018-11-25 00:00:00,225,0
200648,2018-11-25 01:00:00,205,0
200648,2018-11-25 02:00:00,217,0
200648,2018-11-25 03:00:00,100,0
200648,2018-11-25 04:00:00,168,0
200648,2018-11-25 05:00:00,121,0
200648,2018-11-25 06:00:00,124,0
200648,2018-11-25 07:00:00,202,0
200648,2018-11-25 08:00:00,332,0
200648,2018-11-25 09:00:00,426,0
200648,2018-11-25 10:00:00,615,0
200648,2018-11-25 11:00:00,615,0
200648,2018-11-25 12:00:00,591,0
200648,2018-11-25 13:00:00,559,0
200648,2018-11-25 14:00:00,721,0
200648,2018-11-25 15:00:00,669,0
200648,2018-11-25 17:00:00,563,0
200648,2018-11-25 18:00:00,523,0
200648,2018-11-25 19:00:00,580,0
200648,2018-11-25 20:00:00,677,0
200648,2018-11-25 21:00:00,562,0
200648,2018-11-25 22:00:00,490,0
200648,2018-11-25 23:00:00,336,0
200650,2018-11-25 00:00:00,2,0
200650,2018-11-25 01:00:00,5,0
200650,2018-11-25 02:00:00,3,0
200650,2018-11-25 04:00:00,2,0
200650,2018-11-25 07:00:00,2,0
200650,2018-11-25 09:00:00,3,0
200650,2018-11-25 10:00:00,3,0
200650,2018-11-25 11:00:00,2,0
200650,2018-11-25 14:00:00,5,0
200650,2018-11-25 15:00:00,3,0
200650,2018-11-25 17:00:00,4,0
200650,2018-11-25 18:00:00,3,0
200650,2018-11-25 19:00:00,4,0
200650,2018-11-25 21:00:00,5,0
200650,2018-11-25 22:00:00,5,0
200650,2018-11-25 23:00:00,4,0
200654,2018-11-25 00:00:00,13,0
200654,2018-11-25 01:00:00,9,0
200654,2018-11-25 02:00:00,13,0
200654,2018-11-25 03:00:00,8,0
200654,2018-11-25 04:00:00,4,0
200654,2018-11-25 05:00:00,2,0
200654,2018-11-25 06:00:00,5,0
200654,2018-11-25 07:00:00,5,0
200654,2018-11-25 08:00:00,2,0
200654,2018-11-25 09:00:00,25,0
200654,2018-11-25 10:00:00,81,0
200654,2018-11-25 11:00:00,64,0
200654,2018-11-25 12:00:00,32,0
200654,2018-11-25 13:00:00,46,0
200654,2018-11-25 14:00:00,49,0
200654,2018-11-25 15:00:00,48,0
200654,2018-11-25 17:00:00,45,0
200654,2018-11-25 18:00:00,34,0
200654,2018-11-25 19:00:00,43,0
200654,2018-11-25 20:00:00,42,0
200654,2018-11-25 21:00:00,25,0
200654,2018-11-25 22:00:00,13,0
200654,2018-11-25 23:00:00,15,0
200658,2018-11-25 00:00:00,5560,0
200658,2018-11-25 01:00:00,3611,0
200658,2018-11-25 02:00:00,2215,0
200658,2018-11-25 03:00:00,1343,0
200658,2018-11-25 04:00:00,995,0
200658,2018-11-25 05:00:00,957,0
200658,2018-11-25 06:00:00,1753,0
200658,2018-11-25 07:00:00,3286,0
200658,2018-11-25 08:00:00,4862,0
200658,2018-11-25 09:00:00,6114,0
200658,2018-11-25 10:00:00,7047,0
200658,2018-11-25 11:00:00,7246,0
200658,2018-11-25 12:00:00,7837,0
200658,2018-11-25 13:00:00,8188,0
200658,2018-11-25 14:00:00,8001,0
200658,2018-11-25 15:00:00,7750,0
200658,2018-11-25 17:00:00,6496,0
200658,2018-11-25 18:00:00,6435,0
200658,2018-11-25 19:00:00,7229,0
200658,2018-11-25 20:00:00,7261,0
200658,2018-11-25 21:00:00,6977,0
200658,2018-11-25 22:00:00,6629,0
200658,2018-11-25 23:00:00,5415,0
200660,2018-11-25 00:00:00,6055,0
200660,2018-11-25 01:00:00,4169,0
200660,2018-11-25 02:00:00,3341,0
200660,2018-11-25 03:00:00,2584,0
200660,2018-11-25 04:00:00,2539,0
200660,2018-11-25 05:00:00,3065,0
200660,2018-11-25 06:00:00,4510,0
200660,2018-11-25 07:00:00,6761,0
200660,2018-11-25 08:00:00,7933,0
200660,2018-11-25 09:00:00,8283,0
200660,2018-11-25 10:00:00,8753,0
200660,2018-11-25 11:00:00,9107,0
200660,2018-11-25 12:00:00,8759,0
200660,2018-11-25 13:00:00,8769,0
200660,2018-11-25 14:00:00,8909,0
200660,2018-11-25 15:00:00,8896,0
200660,2018-11-25 17:00:00,8633,0
200660,2018-11-25 18:00:00,8753,0
200660,2018-11-25 19:00:00,9822,0
200660,2018-11-25 20:00:00,10434,0
200660,2018-11-25 21:00:00,10232,0
200660,2018-11-25 22:00:00,9675,0
200660,2018-11-25 23:00:00,7357,0
200664,2018-11-25 00:00:00,2,0
200664,2018-11-25 01:00:00,2,0
200664,2018-11-25 02:00:00,8,0
200664,2018-11-25 06:00:00,2,0
200664,2018-11-25 07:00:00,1,0
200664,2018-11-25 08:00:00,2,0
200664,2018-11-25 09:00:00,5,0
200664,2018-11-25 10:00:00,14,0
200664,2018-11-25 11:00:00,4,0
200664,2018-11-25 12:00:00,1,0
200664,2018-11-25 13:00:00,9,0
200664,2018-11-25 14:00:00,5,0
200664,2018-11-25 15:00:00,10,0
200664,2018-11-25 17:00:00,9,0
200664,2018-11-25 18:00:00,5,0
200664,2018-11-25 19:00:00,2,0
200664,2018-11-25 20:00:00,9,0
200664,2018-11-25 21:00:00,4,0
200664,2018-11-25 23:00:00,4,0
200686,2018-11-25 00:00:00,136,0
200686,2018-11-25 01:00:00,84,0
200686,2018-11-25 02:00:00,50,0
200686,2018-11-25 03:00:00,54,0
200686,2018-11-25 04:00:00,43,0
200686,2018-11-25 05:00:00,39,0
200686,2018-11-25 06:00:00,50,0
200686,2018-11-25 07:00:00,75,0
200686,2018-11-25 08:00:00,128,0
200686,2018-11-25 09:00:00,185,0
200686,2018-11-25 10:00:00,206,0
200686,2018-11-25 11:00:00,205,0
200686,2018-11-25 12:00:00,169,0
200686,2018-11-25 13:00:00,229,0
200686,2018-11-25 14:00:00,223,0
200686,2018-11-25 15:00:00,251,0
200686,2018-11-25 17:00:00,210,0
200686,2018-11-25 18:00:00,199,0
200686,2018-11-25 19:00:00,259,0
200686,2018-11-25 20:00:00,243,0
200686,2018-11-25 21:00:00,294,0
200686,2018-11-25 22:00:00,288,0
200686,2018-11-25 23:00:00,206,0
200690,2018-11-25 00:00:00,1621,0
200690,2018-11-25 01:00:00,1173,0
200690,2018-11-25 02:00:00,1039,0
200690,2018-11-25 03:00:00,1001,0
200690,2018-11-25 04:00:00,953,0
200690,2018-11-25 05:00:00,1050,0
200690,2018-11-25 06:00:00,1031,0
200690,2018-11-25 07:00:00,1324,0
200690,2018-11-25 08:00:00,1358,0
200690,2018-11-25 09:00:00,2206,0
200690,2018-11-25 10:00:00,2000,0
200690,2018-11-25 11:00:00,2149,0
200690,2018-11-25 12:00:00,2123,0
200690,2018-11-25 13:00:00,2313,0
200690,2018-11-25 14:00:00,2004,0
200690,2018-11-25 15:00:00,2131,0
200690,2018-11-25 17:00:00,2394,0
200690,2018-11-25 18:00:00,1968,0
200690,2018-11-25 19:00:00,2138,0
200690,2018-11-25 20:00:00,2226,0
200690,2018-11-25 21:00:00,2022,0
200690,2018-11-25 22:00:00,1705,0
200690,2018-11-25 23:00:00,1332,0
200692,2018-11-25 00:00:00,12962,0
200692,2018-11-25 01:00:00,8227,0
200692,2018-11-25 02:00:00,4976,0
200692,2018-11-25 03:00:00,3708,0
200692,2018-11-25 04:00:00,3586,0
200692,2018-11-25 05:00:00,4440,0
200692,2018-11-25 06:00:00,7255,0
200692,2018-11-25 07:00:00,10266,0
200692,2018-11-25 08:00:00,12826,0
200692,2018-11-25 09:00:00,14714,0
200692,2018-11-25 10:00:00,16227,0
200692,2018-11-25 11:00:00,15549,0
200692,2018-11-25 12:00:00,15355,0
200692,2018-11-25 13:00:00,17092,0
200692,2018-11-25 14:00:00,17465,0
200692,2018-11-25 15:00:00,17495,0
200692,2018-11-25 17:00:00,14747,0
200692,2018-11-25 18:00:00,15830,0
200692,2018-11-25 19:00:00,18605,0
200692,2018-11-25 20:00:00,22100,0
200692,2018-11-25 21:00:00,23992,0
200692,2018-11-25 22:00:00,23678,0
200692,2018-11-25 23:00:00,17913,0
200694,2018-11-25 00:00:00,29,0
200694,2018-11-25 01:00:00,13,0
200694,2018-11-25 02:00:00,8,0
200694,2018-11-25 03:00:00,6,0
200694,2018-11-25 04:00:00,8,0
200694,2018-11-25 05:00:00,12,0
200694,2018-11-25 06:00:00,25,0
200694,2018-11-25 07:00:00,41,0
200694,2018-11-25 08:00:00,31,0
200694,2018-11-25 09:00:00,52,0
200694,2018-11-25 10:00:00,32,0
200694,2018-11-25 11:00:00,22,0
200694,2018-11-25 12:00:00,25,0
200694,2018-11-25 13:00:00,28,0
200694,2018-11-25 14:00:00,28,0
200694,2018-11-25 15:00:00,28,0
200694,2018-11-25 17:00:00,27,0
200694,2018-11-25 18:00:00,23,0
200694,2018-11-25 19:00:00,28,0
200694,2018-11-25 20:00:00,37,0
200694,2018-11-25 21:00:00,48,0
200694,2018-11-25 22:00:00,36,0
200694,2018-11-25 23:00:00,31,0
200698,2018-11-25 00:00:00,2236,0
200698,2018-11-25 01:00:00,1299,0
200698,2018-11-25 02:00:00,869,0
200698,2018-11-25 03:00:00,598,0
200698,2018-11-25 04:00:00,534,0
200698,2018-11-25 05:00:00,676,0
200698,2018-11-25 06:00:00,1021,0
200698,2018-11-25 07:00:00,1766,0
200698,2018-11-25 08:00:00,2459,0
200698,2018-11-25 09:00:00,3256,0
200698,2018-11-25 10:00:00,3923,0
200698,2018-11-25 11:00:00,3925,0
200698,2018-11-25 12:00:00,3800,0
200698,2018-11-25 13:00:00,4066,0
200698,2018-11-25 14:00:00,4356,0
200698,2018-11-25 15:00:00,4399,0
200698,2018-11-25 17:00:00,3968,0
200698,2018-11-25 18:00:00,4100,0
200698,2018-11-25 19:00:00,4473,0
200698,2018-11-25 20:00:00,5006,0
200698,2018-11-25 21:00:00,4990,0
200698,2018-11-25 22:00:00,4470,0
200698,2018-11-25 23:00:00,3204,0
200706,2018-11-25 00:00:00,6,0
200706,2018-11-25 05:00:00,1,0
200706,2018-11-25 06:00:00,5,0
200706,2018-11-25 10:00:00,4,0
200706,2018-11-25 11:00:00,4,0
200706,2018-11-25 12:00:00,21,0
200706,2018-11-25 17:00:00,6,0
200710,2018-11-25 01:00:00,2,0
200710,2018-11-25 09:00:00,1,0
200710,2018-11-25 13:00:00,1,0
200710,2018-11-25 15:00:00,2,0
200710,2018-11-25 18:00:00,2,0
200710,2018-11-25 22:00:00,1,0
200716,2018-11-25 00:00:00,261,0
200716,2018-11-25 01:00:00,119,0
200716,2018-11-25 02:00:00,97,0
200716,2018-11-25 03:00:00,58,0
200716,2018-11-25 04:00:00,53,0
200716,2018-11-25 05:00:00,68,0
200716,2018-11-25 06:00:00,79,0
200716,2018-11-25 07:00:00,167,0
200716,2018-11-25 08:00:00,436,0
200716,2018-11-25 09:00:00,405,0
200716,2018-11-25 10:00:00,502,0
200716,2018-11-25 11:00:00,697,0
200716,2018-11-25 12:00:00,630,0
200716,2018-11-25 13:00:00,686,0
200716,2018-11-25 14:00:00,603,0
200716,2018-11-25 15:00:00,644,0
200716,2018-11-25 17:00:00,742,0
200716,2018-11-25 18:00:00,727,0
200716,2018-11-25 19:00:00,1018,0
200716,2018-11-25 20:00:00,776,0
200716,2018-11-25 21:00:00,759,0
200716,2018-11-25 22:00:00,548,0
200716,2018-11-25 23:00:00,553,0
200742,2018-11-25 10:00:00,2,0
200742,2018-11-25 21:00:00,1,0
200759,2018-11-25 00:00:00,5,0
200759,2018-11-25 01:00:00,3,0
200759,2018-11-25 02:00:00,2,0
200759,2018-11-25 03:00:00,2,0
200759,2018-11-25 04:00:00,4,0
200759,2018-11-25 05:00:00,1,0
200759,2018-11-25 06:00:00,2,0
200759,2018-11-25 07:00:00,7,0
200759,2018-11-25 08:00:00,18,0
200759,2018-11-25 09:00:00,10,0
200759,2018-11-25 10:00:00,5,0
200759,2018-11-25 11:00:00,5,0
200759,2018-11-25 12:00:00,5,0
200759,2018-11-25 13:00:00,13,0
200759,2018-11-25 14:00:00,13,0
200759,2018-11-25 15:00:00,14,0
200759,2018-11-25 17:00:00,4,0
200759,2018-11-25 23:00:00,1,0
200765,2018-11-25 00:00:00,2,0
200765,2018-11-25 02:00:00,1,0
200765,2018-11-25 04:00:00,2,0
200765,2018-11-25 06:00:00,1,0
200765,2018-11-25 09:00:00,1,0
200765,2018-11-25 10:00:00,3,0
200765,2018-11-25 11:00:00,3,0
200765,2018-11-25 12:00:00,2,0
200765,2018-11-25 13:00:00,2,0
200765,2018-11-25 14:00:00,3,0
200765,2018-11-25 15:00:00,2,0
200765,2018-11-25 17:00:00,1,0
200765,2018-11-25 18:00:00,1,0
200765,2018-11-25 20:00:00,4,0
200765,2018-11-25 22:00:00,2,0
200769,2018-11-25 00:00:00,297,0
200769,2018-11-25 01:00:00,140,0
200769,2018-11-25 02:00:00,46,0
200769,2018-11-25 03:00:00,60,0
200769,2018-11-25 04:00:00,51,0
200769,2018-11-25 05:00:00,54,0
200769,2018-11-25 06:00:00,109,0
200769,2018-11-25 07:00:00,191,0
200769,2018-11-25 08:00:00,238,0
200769,2018-11-25 09:00:00,303,0
200769,2018-11-25 10:00:00,316,0
200769,2018-11-25 11:00:00,501,0
200769,2018-11-25 12:00:00,420,0
200769,2018-11-25 13:00:00,447,0
200769,2018-11-25 14:00:00,526,0
200769,2018-11-25 15:00:00,377,0
200769,2018-11-25 17:00:00,431,0
200769,2018-11-25 18:00:00,504,0
200769,2018-11-25 19:00:00,459,0
200769,2018-11-25 20:00:00,508,0
200769,2018-11-25 21:00:00,477,0
200769,2018-11-25 22:00:00,380,0
200769,2018-11-25 23:00:00,394,0
200773,2018-11-25 00:00:00,4,0
200773,2018-11-25 01:00:00,4,0
200773,2018-11-25 02:00:00,6,0
200773,2018-11-25 04:00:00,3,0
200773,2018-11-25 05:00:00,3,0
200773,2018-11-25 06:00:00,1,0
200773,2018-11-25 09:00:00,1,0
200773,2018-11-25 10:00:00,6,0
200773,2018-11-25 11:00:00,6,0
200773,2018-11-25 12:00:00,14,0
200773,2018-11-25 13:00:00,5,0
200773,2018-11-25 14:00:00,4,0
200773,2018-11-25 15:00:00,2,0
200773,2018-11-25 17:00:00,4,0
200773,2018-11-25 18:00:00,2,0
200773,2018-11-25 19:00:00,11,0
200773,2018-11-25 20:00:00,7,0
200773,2018-11-25 21:00:00,5,0
200773,2018-11-25 22:00:00,6,0
200773,2018-11-25 23:00:00,9,0
200775,2018-11-25 00:00:00,1,0
200775,2018-11-25 10:00:00,1,0
200783,2018-11-25 04:00:00,1,0
200789,2018-11-25 00:00:00,2,0
200789,2018-11-25 01:00:00,7,0
200789,2018-11-25 02:00:00,3,0
200789,2018-11-25 03:00:00,1,0
200789,2018-11-25 05:00:00,1,0
200789,2018-11-25 06:00:00,1,0
200789,2018-11-25 07:00:00,10,0
200789,2018-11-25 08:00:00,8,0
200789,2018-11-25 09:00:00,17,0
200789,2018-11-25 10:00:00,15,0
200789,2018-11-25 11:00:00,13,0
200789,2018-11-25 12:00:00,14,0
200789,2018-11-25 13:00:00,17,0
200789,2018-11-25 14:00:00,16,0
200789,2018-11-25 15:00:00,15,0
200789,2018-11-25 17:00:00,7,0
200789,2018-11-25 18:00:00,12,0
200789,2018-11-25 19:00:00,26,0
200789,2018-11-25 20:00:00,1,0
200789,2018-11-25 21:00:00,10,0
200789,2018-11-25 22:00:00,13,0
200789,2018-11-25 23:00:00,3,0
200791,2018-11-25 02:00:00,1,0
200791,2018-11-25 05:00:00,2,0
200791,2018-11-25 11:00:00,1,0
200791,2018-11-25 13:00:00,3,0
200791,2018-11-25 15:00:00,1,0
200791,2018-11-25 19:00:00,1,0
200791,2018-11-25 23:00:00,2,0
200835,2018-11-25 00:00:00,88451,0
200835,2018-11-25 01:00:00,59151,0
200835,2018-11-25 02:00:00,35763,0
200835,2018-11-25 03:00:00,22544,0
200835,2018-11-25 04:00:00,17060,0
200835,2018-11-25 05:00:00,17568,0
200835,2018-11-25 06:00:00,24004,0
200835,2018-11-25 07:00:00,35581,0
200835,2018-11-25 08:00:00,45401,0
200835,2018-11-25 09:00:00,55619,0
200835,2018-11-25 10:00:00,61528,0
200835,2018-11-25 11:00:00,60070,0
200835,2018-11-25 12:00:00,64279,0
200835,2018-11-25 13:00:00,74032,0
200835,2018-11-25 14:00:00,78721,0
200835,2018-11-25 15:00:00,74028,0
200835,2018-11-25 17:00:00,46302,0
200835,2018-11-25 18:00:00,45874,0
200835,2018-11-25 19:00:00,55457,0
200835,2018-11-25 20:00:00,63588,0
200835,2018-11-25 21:00:00,72341,0
200835,2018-11-25 22:00:00,77808,0
200835,2018-11-25 23:00:00,69995,0
200839,2018-11-25 00:00:00,3576,0
200839,2018-11-25 01:00:00,2204,0
200839,2018-11-25 02:00:00,1479,0
200839,2018-11-25 03:00:00,924,0
200839,2018-11-25 04:00:00,641,0
200839,2018-11-25 05:00:00,805,0
200839,2018-11-25 06:00:00,1026,0
200839,2018-11-25 07:00:00,1602,0
200839,2018-11-25 08:00:00,2347,0
200839,2018-11-25 09:00:00,2809,0
200839,2018-11-25 10:00:00,3310,0
200839,2018-11-25 11:00:00,3610,0
200839,2018-11-25 12:00:00,3463,0
200839,2018-11-25 13:00:00,4041,0
200839,2018-11-25 14:00:00,3832,0
200839,2018-11-25 15:00:00,3693,0
200839,2018-11-25 17:00:00,3369,0
200839,2018-11-25 18:00:00,4748,0
200839,2018-11-25 19:00:00,4646,0
200839,2018-11-25 20:00:00,5177,0
200839,2018-11-25 21:00:00,5340,0
200839,2018-11-25 22:00:00,7212,0
200839,2018-11-25 23:00:00,4282,0
200841,2018-11-25 03:00:00,1,0
200841,2018-11-25 13:00:00,1,0
200841,2018-11-25 14:00:00,1,0
200841,2018-11-25 15:00:00,1,0
200841,2018-11-25 17:00:00,1,0
200863,2018-11-25 00:00:00,9,0
200863,2018-11-25 01:00:00,8,0
200863,2018-11-25 02:00:00,10,0
200863,2018-11-25 03:00:00,5,0
200863,2018-11-25 04:00:00,2,0
200863,2018-11-25 05:00:00,2,0
200863,2018-11-25 06:00:00,2,0
200863,2018-11-25 07:00:00,13,0
200863,2018-11-25 08:00:00,16,0
200863,2018-11-25 09:00:00,11,0
200863,2018-11-25 10:00:00,21,0
200863,2018-11-25 11:00:00,14,0
200863,2018-11-25 12:00:00,15,0
200863,2018-11-25 13:00:00,31,0
200863,2018-11-25 14:00:00,23,0
200863,2018-11-25 15:00:00,16,0
200863,2018-11-25 17:00:00,28,0
200863,2018-11-25 18:00:00,36,0
200863,2018-11-25 19:00:00,24,0
200863,2018-11-25 20:00:00,20,0
200863,2018-11-25 21:00:00,25,0
200863,2018-11-25 22:00:00,26,0
200863,2018-11-25 23:00:00,13,0
200877,2018-11-25 00:00:00,1788,0
200877,2018-11-25 01:00:00,610,0
200877,2018-11-25 02:00:00,1336,0
200877,2018-11-25 03:00:00,149,0
200877,2018-11-25 04:00:00,129,0
200877,2018-11-25 05:00:00,217,0
200877,2018-11-25 06:00:00,298,0
200877,2018-11-25 07:00:00,1312,0
200877,2018-11-25 08:00:00,1680,0
200877,2018-11-25 09:00:00,1688,0
200877,2018-11-25 10:00:00,3016,0
200877,2018-11-25 11:00:00,3017,0
200877,2018-11-25 12:00:00,2754,0
200877,2018-11-25 13:00:00,3588,0
200877,2018-11-25 14:00:00,2450,0
200877,2018-11-25 15:00:00,3402,0
200877,2018-11-25 17:00:00,2883,0
200877,2018-11-25 18:00:00,3373,0
200877,2018-11-25 19:00:00,4093,0
200877,2018-11-25 20:00:00,3003,0
200877,2018-11-25 21:00:00,1993,0
200877,2018-11-25 22:00:00,2837,0
200877,2018-11-25 23:00:00,1514,0
520025,2018-11-25 09:00:00,3,0
520025,2018-11-25 12:00:00,18,0
520025,2018-11-25 14:00:00,18,0
520025,2018-11-25 17:00:00,2,0
520025,2018-11-25 21:00:00,6,0
1001001,2018-11-25 19:00:00,10,0
10010003,2018-11-25 00:00:00,5,0
10010003,2018-11-25 03:00:00,1,0
10010003,2018-11-25 04:00:00,1,0
10010003,2018-11-25 05:00:00,1,0
10010003,2018-11-25 06:00:00,1,0
10010003,2018-11-25 09:00:00,1,0
10010003,2018-11-25 10:00:00,4,0
10010003,2018-11-25 11:00:00,3,0
10010003,2018-11-25 13:00:00,2,0
10010003,2018-11-25 14:00:00,8,0
10010003,2018-11-25 15:00:00,4,0
10010003,2018-11-25 18:00:00,6,0
10010003,2018-11-25 19:00:00,1,0
10010003,2018-11-25 20:00:00,5,0
10010003,2018-11-25 22:00:00,13,0
10010003,2018-11-25 23:00:00,5,0
10010005,2018-11-25 00:00:00,1,0
10010005,2018-11-25 15:00:00,2,0
10010005,2018-11-25 17:00:00,3,0
10010005,2018-11-25 18:00:00,2,0
10010005,2018-11-25 19:00:00,2,0
10010005,2018-11-25 20:00:00,1,0
10010009,2018-11-25 12:00:00,1,0
10010010,2018-11-25 03:00:00,1,0
10010010,2018-11-25 04:00:00,1,0
10010010,2018-11-25 08:00:00,1,0
10010010,2018-11-25 10:00:00,2,0
10010010,2018-11-25 12:00:00,1,0
10010014,2018-11-25 00:00:00,5,0
10010014,2018-11-25 01:00:00,7,0
10010014,2018-11-25 02:00:00,3,0
10010014,2018-11-25 03:00:00,7,0
10010014,2018-11-25 04:00:00,3,0
10010014,2018-11-25 05:00:00,2,0
10010014,2018-11-25 06:00:00,3,0
10010014,2018-11-25 07:00:00,1,0
10010014,2018-11-25 08:00:00,3,0
10010014,2018-11-25 09:00:00,10,0
10010014,2018-11-25 10:00:00,21,0
10010014,2018-11-25 11:00:00,12,0
10010014,2018-11-25 12:00:00,12,0
10010014,2018-11-25 13:00:00,19,0
10010014,2018-11-25 14:00:00,24,0
10010014,2018-11-25 15:00:00,18,0
10010014,2018-11-25 17:00:00,14,0
10010014,2018-11-25 18:00:00,14,0
10010014,2018-11-25 19:00:00,15,0
10010014,2018-11-25 20:00:00,32,0
10010014,2018-11-25 21:00:00,20,0
10010014,2018-11-25 22:00:00,17,0
10010014,2018-11-25 23:00:00,14,0
10010015,2018-11-25 02:00:00,2,0
10010015,2018-11-25 08:00:00,1,0
10010016,2018-11-25 00:00:00,8069,0
10010016,2018-11-25 01:00:00,5421,0
10010016,2018-11-25 02:00:00,3740,0
10010016,2018-11-25 03:00:00,2834,0
10010016,2018-11-25 04:00:00,2442,0
10010016,2018-11-25 05:00:00,2801,0
10010016,2018-11-25 06:00:00,4150,0
10010016,2018-11-25 07:00:00,6761,0
10010016,2018-11-25 08:00:00,9323,0
10010016,2018-11-25 09:00:00,12230,0
10010016,2018-11-25 10:00:00,14595,0
10010016,2018-11-25 11:00:00,14856,0
10010016,2018-11-25 12:00:00,14515,0
10010016,2018-11-25 13:00:00,14799,0
10010016,2018-11-25 14:00:00,15179,0
10010016,2018-11-25 15:00:00,15208,0
10010016,2018-11-25 17:00:00,14110,0
10010016,2018-11-25 18:00:00,13945,0
10010016,2018-11-25 19:00:00,15773,0
10010016,2018-11-25 20:00:00,15767,0
10010016,2018-11-25 21:00:00,15661,0
10010016,2018-11-25 22:00:00,14715,0
10010016,2018-11-25 23:00:00,11075,0
10010033,2018-11-25 00:00:00,14,0
10010033,2018-11-25 01:00:00,3,0
10010033,2018-11-25 04:00:00,14,0
10010033,2018-11-25 07:00:00,8,0
10010033,2018-11-25 08:00:00,9,0
10010033,2018-11-25 09:00:00,13,0
10010033,2018-11-25 10:00:00,6,0
10010033,2018-11-25 11:00:00,3,0
10010033,2018-11-25 12:00:00,21,0
10010033,2018-11-25 13:00:00,12,0
10010033,2018-11-25 14:00:00,12,0
10010033,2018-11-25 15:00:00,14,0
10010033,2018-11-25 17:00:00,9,0
10010033,2018-11-25 19:00:00,3,0
10010033,2018-11-25 20:00:00,12,0
10010033,2018-11-25 21:00:00,9,0
10010033,2018-11-25 22:00:00,14,0
10010033,2018-11-25 23:00:00,23,0
10010034,2018-11-25 10:00:00,4,0
10010034,2018-11-25 11:00:00,1,0
10010034,2018-11-25 13:00:00,2,0
10010034,2018-11-25 14:00:00,1,0
10010034,2018-11-25 15:00:00,2,0
10010034,2018-11-25 17:00:00,1,0
10010034,2018-11-25 22:00:00,1,0
10014001,2018-11-25 15:00:00,3,0
10020002,2018-11-25 00:00:00,9,0
10020002,2018-11-25 01:00:00,6,0
10020002,2018-11-25 02:00:00,7,0
10020002,2018-11-25 04:00:00,6,0
10020002,2018-11-25 06:00:00,9,0
10020002,2018-11-25 08:00:00,1,0
10020002,2018-11-25 09:00:00,5,0
10020002,2018-11-25 10:00:00,1,0
10020002,2018-11-25 11:00:00,3,0
10020002,2018-11-25 12:00:00,2,0
10020002,2018-11-25 13:00:00,8,0
10020002,2018-11-25 14:00:00,4,0
10020002,2018-11-25 15:00:00,9,0
10020002,2018-11-25 17:00:00,3,0
10020002,2018-11-25 18:00:00,5,0
10020002,2018-11-25 19:00:00,1,0
10020002,2018-11-25 20:00:00,6,0
10020002,2018-11-25 21:00:00,6,0
10020002,2018-11-25 22:00:00,7,0
10020002,2018-11-25 23:00:00,4,0
10020006,2018-11-25 00:00:00,12,0
10020006,2018-11-25 01:00:00,10,0
10020006,2018-11-25 02:00:00,3,0
10020006,2018-11-25 03:00:00,3,0
