domain,time,count_4xx,cout_404
img01.store.sogou.com,2018-11-25 08:00:00,3,0
img01.store.sogou.com,2018-11-25 12:00:00,11,0
img01.store.sogou.com,2018-11-25 14:00:00,8,0
img01.store.sogou.com,2018-11-25 20:00:00,4,0
img01.store.sogou.com,2018-11-25 22:00:00,1,0
img01.store.sogou.com,2018-11-25 10:00:00,1,0
img01.store.sogou.com,2018-11-25 11:00:00,1,0
img01.store.sogou.com,2018-11-25 21:00:00,1,0
img01.store.sogou.com,2018-11-25 00:00:00,2,0
img01.store.sogou.com,2018-11-25 06:00:00,1,0
123.sogou.com,2018-11-25 10:00:00,90,2
123.sogou.com,2018-11-25 11:00:00,94,5
123.sogou.com,2018-11-25 01:00:00,62,0
123.sogou.com,2018-11-25 09:00:00,133,1
123.sogou.com,2018-11-25 12:00:00,74,6
123.sogou.com,2018-11-25 13:00:00,100,3
123.sogou.com,2018-11-25 17:00:00,71,0
123.sogou.com,2018-11-25 21:00:00,68,0
123.sogou.com,2018-11-25 22:00:00,41,0
123.sogou.com,2018-11-25 00:00:00,86,0
123.sogou.com,2018-11-25 23:00:00,28,0
123.sogou.com,2018-11-25 03:00:00,1,0
123.sogou.com,2018-11-25 08:00:00,16,0
123.sogou.com,2018-11-25 14:00:00,23,0
123.sogou.com,2018-11-25 19:00:00,74,0
123.sogou.com,2018-11-25 02:00:00,30,0
123.sogou.com,2018-11-25 07:00:00,6,0
123.sogou.com,2018-11-25 15:00:00,27,0
123.sogou.com,2018-11-25 18:00:00,23,0
123.sogou.com,2018-11-25 20:00:00,65,0
123.sogou.com,2018-11-25 05:00:00,9,0
123.sogou.com,2018-11-25 06:00:00,2,0
c.360webcache.com,2018-11-25 10:00:00,2,2
c.360webcache.com,2018-11-25 09:00:00,1,1
c.360webcache.com,2018-11-25 12:00:00,1,1
movie.sogou.com,2018-11-25 14:00:00,2,2
movie.sogou.com,2018-11-25 15:00:00,8,5
movie.sogou.com,2018-11-25 02:00:00,2,1
movie.sogou.com,2018-11-25 07:00:00,3,0
movie.sogou.com,2018-11-25 10:00:00,5,4
movie.sogou.com,2018-11-25 11:00:00,6,3
movie.sogou.com,2018-11-25 13:00:00,6,4
movie.sogou.com,2018-11-25 19:00:00,2,1
movie.sogou.com,2018-11-25 22:00:00,2,1
movie.sogou.com,2018-11-25 01:00:00,3,3
movie.sogou.com,2018-11-25 05:00:00,1,1
movie.sogou.com,2018-11-25 09:00:00,1,1
movie.sogou.com,2018-11-25 12:00:00,4,4
movie.sogou.com,2018-11-25 17:00:00,1,1
